"path","IdentityReference","FileSystemRights","AccessControlType","IsInherited","InheritanceFlags"
"C:\program files\ModifiableWindowsApps","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\ModifiableWindowsApps","NT AUTHORITY\SYSTEM","FullControl","Allow","False","None"
"C:\program files\ModifiableWindowsApps","NT AUTHORITY\LOCAL SERVICE","ReadAndExecute, Synchronize","Allow","False","ContainerInherit"
"C:\program files\ModifiableWindowsApps","NT AUTHORITY\NETWORK SERVICE","ReadAndExecute, Synchronize","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\ModifiableWindowsApps","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","ContainerInherit"
"C:\program files\ModifiableWindowsApps","BUILTIN\Users","ExecuteFile, ReadAttributes, ReadPermissions, Synchronize","Allow","False","None"
"C:\program files\ModifiableWindowsApps","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\ModifiableWindowsApps","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\ModifiableWindowsApps","S-1-15-3-1024-3635283841-2530182609-996808640-1887759898-3848208603-3313616867-983405619-2501854204","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\ModifiableWindowsApps","S-1-15-3-1024-3635283841-2530182609-996808640-1887759898-3848208603-3313616867-983405619-2501854204","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Notepad++","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\Notepad++","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\Notepad++","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\Notepad++","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Notepad++","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\Notepad++","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Notepad++","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Notepad++","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Notepad++","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Notepad++","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Notepad++","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Notepad++","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Notepad++","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Npcap","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\Npcap","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\Npcap","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\Npcap","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Npcap","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\Npcap","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Npcap","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Npcap","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Npcap","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Npcap","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Npcap","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Npcap","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Npcap","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\NVIDIA Corporation","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\NVIDIA Corporation","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\NVIDIA Corporation","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\NVIDIA Corporation","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\NVIDIA Corporation","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\NVIDIA Corporation","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\NVIDIA Corporation","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\NVIDIA Corporation","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\NVIDIA Corporation","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\NVIDIA Corporation","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\NVIDIA Corporation","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\NVIDIA Corporation","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\NVIDIA Corporation","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PackageManagement","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\PackageManagement","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\PackageManagement","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\PackageManagement","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PackageManagement","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\PackageManagement","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PackageManagement","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PackageManagement","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PackageManagement","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PackageManagement","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PackageManagement","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PackageManagement","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PackageManagement","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Palo Alto Networks","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\Palo Alto Networks","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\Palo Alto Networks","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\Palo Alto Networks","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Palo Alto Networks","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\Palo Alto Networks","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Palo Alto Networks","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Palo Alto Networks","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Palo Alto Networks","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Palo Alto Networks","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Palo Alto Networks","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Palo Alto Networks","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Palo Alto Networks","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PCHealthCheck","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\PCHealthCheck","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\PCHealthCheck","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\PCHealthCheck","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PCHealthCheck","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\PCHealthCheck","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PCHealthCheck","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PCHealthCheck","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PCHealthCheck","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PCHealthCheck","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PCHealthCheck","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PCHealthCheck","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PCHealthCheck","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PowerShell","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\PowerShell","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\PowerShell","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\PowerShell","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PowerShell","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\PowerShell","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PowerShell","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PowerShell","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PowerShell","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PowerShell","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PowerShell","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PowerShell","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PowerShell","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\ProGet","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\ProGet","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\ProGet","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\ProGet","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\ProGet","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\ProGet","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\ProGet","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\ProGet","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\ProGet","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\ProGet","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\ProGet","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\ProGet","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\ProGet","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PuTTY","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\PuTTY","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\PuTTY","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\PuTTY","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PuTTY","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\PuTTY","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PuTTY","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PuTTY","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PuTTY","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PuTTY","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PuTTY","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\PuTTY","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\PuTTY","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\RUXIM","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\RUXIM","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\RUXIM","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\RUXIM","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\RUXIM","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\RUXIM","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\RUXIM","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\RUXIM","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\RUXIM","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\RUXIM","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\RUXIM","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\RUXIM","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\RUXIM","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\simplewall","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\simplewall","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\simplewall","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\simplewall","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\simplewall","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\simplewall","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\simplewall","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\simplewall","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\simplewall","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\simplewall","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\simplewall","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\simplewall","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\simplewall","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Turtle Beach Audio Driver","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\Turtle Beach Audio Driver","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\Turtle Beach Audio Driver","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\Turtle Beach Audio Driver","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Turtle Beach Audio Driver","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\Turtle Beach Audio Driver","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Turtle Beach Audio Driver","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Turtle Beach Audio Driver","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Turtle Beach Audio Driver","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Turtle Beach Audio Driver","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Turtle Beach Audio Driver","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Turtle Beach Audio Driver","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Turtle Beach Audio Driver","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Veeam","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\Veeam","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\Veeam","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\Veeam","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Veeam","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\Veeam","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Veeam","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Veeam","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Veeam","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Veeam","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Veeam","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Veeam","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Veeam","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\VideoLAN","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\VideoLAN","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\VideoLAN","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\VideoLAN","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\VideoLAN","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\VideoLAN","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\VideoLAN","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\VideoLAN","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\VideoLAN","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\VideoLAN","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\VideoLAN","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\VideoLAN","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\VideoLAN","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender","NT AUTHORITY\SYSTEM","FullControl","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender","BUILTIN\Administrators","-536805376","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Defender","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Defender","NT SERVICE\TrustedInstaller","FullControl","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Defender","S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender","S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Defender Advanced Threat Protection","CREATOR OWNER","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender Advanced Threat Protection","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender Advanced Threat Protection","NT AUTHORITY\SYSTEM","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Defender Advanced Threat Protection","BUILTIN\Administrators","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender Advanced Threat Protection","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Defender Advanced Threat Protection","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender Advanced Threat Protection","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Defender Advanced Threat Protection","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit"
"C:\program files\Windows Defender Advanced Threat Protection","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\Windows Defender Advanced Threat Protection","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Defender Advanced Threat Protection","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Defender Advanced Threat Protection","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Defender Advanced Threat Protection","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Mail","CREATOR OWNER","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Mail","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Mail","NT AUTHORITY\SYSTEM","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Mail","BUILTIN\Administrators","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Mail","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Mail","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Mail","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Mail","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit"
"C:\program files\Windows Mail","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\Windows Mail","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Mail","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Mail","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Mail","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Media Player","CREATOR OWNER","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Media Player","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Media Player","NT AUTHORITY\SYSTEM","Modify, Synchronize","Allow","False","None"
